title,ingredients,directions,NER,Country,Distance,garlic,salt,coconut milk,onion,fish sauce,water,red curry,ginger,vegetable oil,tomatoes,curry powder,chicken,lime,oil,sugar,curry,cilantro,brown sugar,turmeric,fresh ginger,onions,lime juice,Salt,fresh cilantro,basil,garam masala,ground coriander,cumin,ground cumin,Curry,soy sauce,shallots,rice,shrimp,olive oil,potatoes,red bell pepper,green curry,ground turmeric,chicken breasts,chicken broth,cinnamon,chili powder,carrots,canola oil,peanut oil,cumin seeds,butter,peanuts,red pepper,light coconut milk,green beans,Onion,coriander,cayenne pepper,turmeric powder,carrot,flour,Water,paprika,coriander seeds,Garlic,cloves,Ginger,jasmine rice,fresh basil,lemon juice,chicken stock,coriander powder,green onions,green chilies,Chicken,Coconut Milk,Turmeric,tomato paste,pepper,milk,kosher salt,zucchini,red onion,gingerroot,unsweetened coconut milk,Cumin,bamboo shoots,cornstarch,black pepper,coconut,clove garlic,fresh coriander,tomato,bay leaves,yellow onion,coconut cream,stalk lemongrass,ghee,palm sugar,Cilantro,mushrooms,beef,clove Garlic,Sugar,shallot,scallions,Onions,lime leaves,red chili powder,cumin powder,egg,red chilies,ground ginger,mustard seeds,cooking oil,green bell pepper,Kosher salt,ground black pepper,peanut butter,Fish Sauce,yogurt,eggs,cauliflower,frozen peas,pineapple,basmati rice,Garam masala,Vegetable oil,coriander seed,vegetable stock,broccoli,lemon grass,fenugreek seeds,ground cinnamon,plain yogurt,eggplant,Red Curry,chicken breast,vegetable broth,sesame oil,bay leaf,coconut oil,tomato puree,Tomatoes,potato,Garam Masala,stalks lemongrass,mint,chicken thighs,Olive Oil,galangal,lime zest,celery,black peppercorns,Oil,Carrot,skinless,cardamom pods,peas,chickpeas,shrimp paste,light brown sugar,Basil,ground beef,lamb,ginger paste,black mustard seeds,eggplants,white rice,tamarind paste,fennel seeds,green onion,coriander leaves,lemon,Cinnamon,honey,Potatoes,snow peas,Milk,Butter,cucumber,fresh coriander leaves,baby corn,rice noodles,mussels,ginger-garlic,pumpkin,unsalted butter,red onions,curry paste,chilies,fresh lemongrass,raisins,white sugar,white onion,cashews,sweet potato,Tomato,shiitake mushrooms,tomato sauce,nutmeg,vinegar,red chili pepper
Chicken And Broccoli Thai Curry,"[""1 tablespoon green curry paste or 1 tablespoon red curry paste"", ""1 (14 ounce) can coconut milk (light works fine)"", ""1/4 cup fresh basil (or 1/8 c. dried)"", ""1 can bamboo shoot, drained"", ""3 tablespoons fish sauce"", ""2 tablespoons brown sugar"", ""1 cup chicken broth or 1 cup chicken stock"", ""1 lb chicken breast, cut into 1/2 inch strips"", ""3 -4 cups fresh broccoli florets""]","[""In a medium saucepan combine curry paste and coconut milk and heat."", ""Just before boiling, reduce heat and simmer for 5 minutes."", ""Add remaining ingredients and simmer for 10-15 minutes."", ""Serve over freshly cooked rice.""]","[""green curry"", ""coconut milk"", ""fresh basil"", ""bamboo shoot"", ""fish sauce"", ""brown sugar"", ""chicken broth"", ""chicken breast""]",Thailand,4157,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thai Style Curry,"[""1 cup carrot, diced"", ""1 onion, diced"", ""1/2 cup green bell pepper"", ""1/2 cup red bell pepper (can also use yellow)"", ""2 garlic cloves"", ""4 -5 small zucchini, diced small"", ""1 cup tomato sauce"", ""2 tablespoons peanut butter"", ""2 tablespoons Braggs liquid aminos (or 1-2 Tbsp soy sauce)"", ""1 tablespoon curry powder"", ""1 cup garbanzo beans (chickpeas) or 1 cup lentils, cooked"", ""1 cup frozen peas"", ""salt, to taste"", ""cooked rice"", ""1/2 cup fresh cilantro (optional)""]","[""Place diced carrots, onion, peppers, and garlic (not the peas yet) in a kettle with a small amount of water and curry powder. Simmer about 5 minutes until tender."", ""Add zucchini, cover, and simmer 5 more minutes."", ""Blend all the remaining ingredients, except the peas and garboanzos or lentils, in a blender until smooth."", ""Add the blended ingredients, the peas, and the garbanzos or lentils to the rest of the vegetables. Heat and serve over rice.""]","[""carrot"", ""onion"", ""green bell pepper"", ""red bell pepper"", ""garlic"", ""zucchini"", ""tomato sauce"", ""peanut butter"", ""Braggs"", ""curry powder"", ""garbanzo beans"", ""frozen peas"", ""salt"", ""rice"", ""fresh cilantro""]",Thailand,4157,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Thai Basil And Eggplant Curry,"[""1/2 white onion, chopped"", ""3 garlic cloves, minced"", ""2 tablespoons thai chili paste"", ""1 eggplant, cubed"", ""8 baby red potatoes, quartered"", ""1 cup light soymilk"", ""1 cup chicken broth"", ""2 tablespoons red curry"", ""4 ounces fresh basil""]","[""In a medium sauce pan sautee the onion, garlic, and chili paste."", ""Place these in the bottom of the crockpot."", ""Over these, place the eggplant and potatoes."", ""Pour the soy milk and chicken broth in the pot."", ""Add curry and top with the fresh basil."", ""Cook 4 hours on high.""]","[""white onion"", ""garlic"", ""thai chili paste"", ""eggplant"", ""red potatoes"", ""light soymilk"", ""chicken broth"", ""red curry"", ""fresh basil""]",Thailand,4157,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Green Thai Coconut Curry Chicken Wraps,"[""1/2 cup light coconut milk (or less)"", ""1 tablespoon thai green curry (or more)"", ""2 tablespoons chopped cilantro"", ""1 1/4 cups shredded cooked chicken"", ""1/4 cup shredded carrot"", ""2 tablespoons thinly sliced green onions"", ""2 tablespoons chopped roasted peanuts (optional)"", ""4 whole wheat tortillas (8 inch) or 4 Sandwich wraps"", ""1 cup shredded green leaf lettuce""]","[""To make filling:."", ""In medium bowl, whisk together coconut milk and curry paste till smooth. Stir in cilantro, chicken, carrots, green onions and peanuts. Toss to coat."", ""To assemble:."", ""Arrange tortillas in single layer on flat surface. Place one quarter of chicken down center of each tortilla. Top with lettuce. Roll up tortillas burrito-style, tucking ends in and wrappeing each up snugly. Cut each in half. Serve immediately or wrap in plastic wrap and refrigerate.""]","[""light coconut milk"", ""thai green curry"", ""cilantro"", ""chicken"", ""carrot"", ""green onions"", ""peanuts"", ""whole wheat tortillas""]",Thailand,4157,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Carrot And Ginger Ravioli With Yellow Curry And Thai Basil,"[""3 carrots, peeled and roughly chopped"", ""1 inch fresh ginger, peeled and chopped"", ""1 shallot, peeled and chopped"", ""2 ounces unsalted butter"", ""2 cups chicken stock"", ""2 tablespoons vegetable oil"", ""2 tablespoons Madras curry powder"", ""2 cups coconut milk"", ""1 tablespoon sugar"", ""1 egg, lightly beaten"", ""24 sheets wonton wrappers"", ""6 -8 leaves fresh basil, Thai or 6 -8 leaves cinnamon"", ""kosher salt""]","[""In a medium saucepan, sweat carrots, ginger and shallots in butter. Season with salt and pepper. Add chicken stock and simmer until carrots are completely soft. Continue to cook carrots until the liquid is almost gone. Puree contents in a food processor until smooth and adjust seasoning."", ""In another sauce pot, add oil and heat over a medium flame. Add curry powder and cook for 1 minute to release aroma, then add coconut milk and sugar. Simmer for 5 minutes and adjust taste with salt."", ""To make the ravioli, dip your finger in the beaten eggs and wet the wonton wrapper. Place a spoon of filling in the center of the wonton wrapper and place a new wonton wrapper over it and very gently seal the edges around the filling. Repeat 11 more times laying each ravioli carefully on a plastic-covered tray."", ""Bring a large pot to boil, salt the water, and reduce to simmer. Add the ravioli to the pot and cook for 2 minutes. Carefully remove the ravioli with a slotted spoon and tap on an absorbent paper towel before sliding into warm shallow bowls or plates. Ladle the curry sauce over the ravioli and garnish with finely sliced Thai basil and serve.""]","[""carrots"", ""ginger"", ""shallot"", ""butter"", ""chicken stock"", ""vegetable oil"", ""curry powder"", ""coconut milk"", ""sugar"", ""egg"", ""wonton wrappers"", ""fresh basil"", ""kosher salt""]",Thailand,4157,0,1,1,0,0,0,0,1,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Authentic Thai Green Curry,"[""Green Curry Paste"", ""2 slices fresh galangal, thin slices"", ""2 large hot green chili peppers"", ""1 stalk lemongrass"", ""Green Curry Dish"", ""4 teaspoons palm oil"", ""8 tablespoons full fat coconut milk"", ""2 tablespoons nam pla (fish sauce)"", ""6 tablespoons palm sugar"", ""1 teaspoon chicken seasoning"", ""1 large chicken breast, thinly sliced"", ""4 slices aubergines, thin slices, quartered"", ""2 tablespoons bamboo shoots"", ""6 kaffir lime leaves, ripped from the stem, stem thrown away"", ""4 tablespoons green beans"", ""8 thai basil leaves, ripped""]","[""Slice the galangal, green chilli and lemon grass very fine indeed. Then make it even finer. I can't stress enough that this really needs to be done very well. Don't worry about mixing them up together to chop, as they're all getting thrown in together anyway."", ""Throw the finely sliced galangal, chilli and lemongrass into a pestle and mortar and mash to a fine paste."", ""Heat the palm oil in a non-stick pan."", ""Briefly fry the paste until sizzling."", ""Immediately add the coconut milk and fry until sizzling."", ""Immediately add the nam pla palm sugar and chicken powder and fry until sizzling."", ""Immediately add the thinly sliced chicken breast and fry until browned."", ""Add the aubergine and bamboo and continue to sizzle."", ""Add the kaffir lime leaves and stir."", ""Add some water if needed to thin the sauce out a little bit."", ""Add the green beans and stir."", ""Add the thai basil."", ""Simmer for a minute and taste."", ""Make any required additions of palm sugar and/or nam pla to taste."", ""Serve immediately with rice of your choice.""]","[""Green Curry"", ""fresh galangal"", ""green chili peppers"", ""stalk lemongrass"", ""Green Curry"", ""palm oil"", ""full fat coconut milk"", ""fish sauce"", ""palm sugar"", ""chicken seasoning"", ""chicken breast"", ""aubergines"", ""bamboo shoots"", ""lime"", ""green beans"", ""basil""]",Thailand,4157,0,0,1,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thai Hot Chicken & Coconut Curry,"[""2 cups coconut milk"", ""2 tablespoons red curry paste"", ""2 garlic cloves, crushed"", ""1 lb chicken (u can use any other kind of meat u like, beef goes really well)"", ""1 tablespoon lime juice"", ""2 tablespoons Thai fish sauce"", ""2 red chilies, sliced"", ""1/2 teaspoon turmeric"", ""3/4 teaspoon salt"", ""2 tablespoons chopped fresh basil leaves or 3/4 teaspoon dried basil leaves"", ""2 tablespoons chopped fresh cilantro leaves"", ""cooked rice, to serve""]","[""Put coconut milk in a saucepan and bring to a boil. Lower the heat and simmer gently for 10 minutes until a little thick. Stir in red curry paste and garlic and simmer for 5 more minutes."", ""Cut chicken into bite sized pcs and add them to the pan and bring to a boil. Lower the heat and add the lime juice, fish sauce, chillies, turmeric and salt."", ""Cover and simmer for 15 minutes or till chicken is cooked. You can add a little water if the sauce looks dry."", ""Stir in basil and cilantro, adjust salt and serve with white rice. (if using dry basil leaves let it simmer for 2 more minutes).""]","[""coconut milk"", ""red curry"", ""garlic"", ""chicken"", ""lime juice"", ""fish sauce"", ""red chilies"", ""turmeric"", ""salt"", ""fresh basil"", ""cilantro"", ""rice""]",Thailand,4157,1,1,1,0,1,0,1,0,0,0,0,1,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Meiling'S Yummy Thai Yellow Curry,"[""1 1/2 tablespoons canola oil"", ""2 tablespoons yellow curry paste (less for kid-friendly, more for \""I love heat\"")"", ""3/4 - 1 lb chicken, cut into bite sized pieces (can sub tofu or use extra veggies for vegetarian)"", ""2 (13 1/2 ounce) cans coconut milk (can sub regular milk and 1/2 T cornstarch for one can)"", ""4 tablespoons fish sauce"", ""1 -2 tablespoon sugar"", ""1/2 teaspoon paprika"", ""lime zest from 4 lime (or 6 kaffir leaves, specialty asian market food)"", ""2 medium potatoes"", ""1 yellow pepper (can use red or orange or green)"", ""3 medium carrots"", ""1 medium onion""]","[""Heat oil in pan on medium heat and add curry paste. Stir fry until fragrant."", ""Add chicken and cook for about 2 minutes."", ""Add coconut milk, fish sauce, sugar, paprika, and lime zest or kaffir leaves."", ""Continue to simmer chicken for about 10 minutes, then add potatoes."", ""Add other veggies about 5 minutes after potatoes."", ""Total cooking time after adding chicken to pan is ~30 minutes."", ""Serve with rice. I like to use brown rice because it is healthy. I cook the brown rice for about 20 minutes before adding white rice (I use calrose) -- it makes a great mixture that is much healthier than plain white rice."", ""Notes on ingredients --"", ""Curry: I have found the brand Mae Ploy is sold in generous sizes and is very reasonably price (it comes in a 14 oz round cardboard carton which is refrigerated after opening and lasts a LONG time, and I paid about $2.50 in an asian market)."", ""Fish Sauce: I have been very happy with the asian market brand Viet Huong Three Crabs Brand (there's a white square with 3 green crabs on the center of the label).""]","[""canola oil"", ""yellow curry"", ""chicken"", ""coconut milk"", ""fish sauce"", ""sugar"", ""paprika"", ""lime zest from"", ""potatoes"", ""yellow pepper"", ""carrots"", ""onion""]",Thailand,4157,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thai Beef Coconut Curry,"[""2 garlic cloves, minced"", ""1 -2 tablespoon vegetable oil"", ""2 -4 tablespoons minced fresh ginger"", ""1 -2 tablespoon red curry paste"", ""1 (14 ounce) can unsweetened coconut milk"", ""1/3 cup water"", ""1 stalk lemongrass, first outer layer removed cut in half"", ""4 teaspoons fish sauce"", ""2 tablespoons brown sugar"", ""1 lb beef, cut into bite size strips"", ""chopped green onion""]","[""Brown beef in little bit of the oil."", ""Pepper and salt meat."", ""Set aside."", ""In same large pan saute ginger and garlic."", ""Add the curry paste and saute for another minute, then add the coconut milk, whisk."", ""Now add all other ingredients, except the green onions and whisk."", ""Bring to a slow boil for a few minutes (5-10min), then discard the lemongrass."", ""Add the beef and reheat for a few minutes."", ""Serve over Jasmine rice and top with green onion.""]","[""garlic"", ""vegetable oil"", ""red curry"", ""unsweetened coconut milk"", ""water"", ""stalk lemongrass"", ""fish sauce"", ""brown sugar"", ""beef"", ""green onion""]",Thailand,4157,1,0,1,1,1,1,1,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thai Chicken Curry With Pineapple,"[""1 tablespoon oil"", ""4 boneless skinless chicken breast halves, cut into small dice"", ""4 cups chicken broth"", ""2 (14 ounce) cans unsweetened coconut milk"", ""1 tablespoon curry powder (depending on the curry this could make it pretty spicy! Might try 2 teaspoons first and then add to )"", ""3 tablespoons brown sugar"", ""1/2 cup peas, frozen"", ""1 cup pineapple chunk"", ""2 tablespoons fresh lime juice"", ""salt and pepper"", ""jasmine rice (freshly cooked)"", ""Garnish"", ""chopped cilantro""]","[""Heat oil in a large saucepan over medium heat. Add chicken and brown."", ""Add chicken broth, coconut milk, curry powder and brown sugar and bring to a simmer."", ""Add peas and simmer until chicken is just cooked through and peas are tender, stirring frequently, about 10 minutes."", ""Remove from heat, and stir in pineapple."", ""Mix in lime juice and add salt and pepper to taste."", ""Place a scoop of Jasmine rice in a bowl and spoon curry over the rice."", ""Serve with chopped cilantro garnish if desired.""]","[""oil"", ""chicken breast halves"", ""chicken broth"", ""unsweetened coconut milk"", ""curry powder"", ""brown sugar"", ""peas"", ""pineapple"", ""lime juice"", ""salt"", ""jasmine rice"", ""cilantro""]",Thailand,4157,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thai Peanut Curry Sauce,"[""1/2 cup orange juice"", ""1/2 cup shredded coconut"", ""1/3 cup creamy peanut butter"", ""1/8 cup curry powder"", ""1/2 cup water"", ""1 dash cayenne pepper, to taste""]","[""Combine orange juice, coconut, peanut butter, curry powder, water and cayenne pepper in blender or food processor."", ""Blend until fairly smooth consistency is achieved (usually about 15-30 seconds)."", ""Use as a marinade or to bake or stir fry meat or vegetables.""]","[""orange juice"", ""shredded coconut"", ""peanut butter"", ""curry powder"", ""water"", ""cayenne pepper""]",Thailand,4157,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Quick Thai Green Curry,"[""1 tablespoon vegetable oil"", ""2 shallots, minced"", ""1 inch piece gingerroot, minced"", ""1 -2 tablespoon thai green curry paste"", ""1 (14 1/2 ounce) can chicken broth"", ""2 2 cups cooked beef or 2 cups cooked pork"", ""1 (16 ounce) can coconut milk"", ""1 (8 ounce) can sliced bamboo shoots, drained"", ""1/4 teaspoon salt"", ""1 cup shredded basil leaves"", ""lime wedge""]","[""Heat oil in a large skillet or wok over high heat; add shallots and ginger. Stir-fry until fragrant, about 1 minute. Reduce heat to medium; stir in curry paste. Stir in chicken broth; cook until broth is reduced by half, about 10 minutes."", ""Stir in chicken, coconut milk, bamboo shoots and salt; heat to a boil. Reduce heat; simmer 5 minutes. Stir in basil."", ""Serve in bowls over steamed rice or noodles with lime wedges on the side for squeezing over.""]","[""vegetable oil"", ""shallots"", ""gingerroot"", ""thai green curry paste"", ""chicken broth"", ""beef"", ""coconut milk"", ""bamboo shoots"", ""salt"", ""basil"", ""lime wedge""]",Thailand,4157,0,1,1,0,0,0,0,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Thai Green Curry Chicken,"[""500 g chicken thigh fillets, diced"", ""1 tablespoon cooking oil"", ""5 tablespoons asia @ home green curry paste"", ""400 ml coconut milk"", ""3 tablespoons brown sugar"", ""fresh coriander, garnish"", ""your choice of vegetables capsicum, sliced""]","[""Heat 1 tbsp of oil in wok or pan."", ""Stirfry chicken with curry paste until the chicken is browned."", ""Add the Coconut Milk and brown sugar."", ""Add vegetables (if desired)."", ""Simmer for 20 minutes or until the vegetables are cooked and the chicken is tender."", ""Garnish with fresh coriander then serve with rice.""]","[""cooking oil"", ""asia @"", ""coconut milk"", ""brown sugar"", ""fresh coriander"", ""your choice""]",Thailand,4157,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
